Name ,Price,Count,Positive Review,Negative Review,Detailed Review Text,Review 2,Review 3,Review 4,Key Features 
"Colgate Sensitive Plus Toothpaste, Tooth Paste With Pro Argin Formula for Sensitivity Relief, 140gm (Combo Pack Offer)",165,15,15,0, Customers like the quality of the toothpaste. They say it's good value for money and one of the best products from Colgate. , Good product  ," Value for money, quality good it's good for sensitive teeth  ", Good item and effective to a large extent in relieving sensitivity but not matching with sensodyne,Quality
"Colgate Sensitive Plus Toothpaste, Tooth Paste With Pro Argin Formula for Sensitivity Relief, 140gm (Combo Pack Offer)",165,15,12,3, Customers appreciate the toothpaste's effectiveness in reducing tooth sensitivity and blocking dentinal tubules. They find it good for mild issues and say it's the best toothpaste for cavity teeth. , one is more natural in remineralization and is more effective in blocking dentinal tubules and that was correlating with my personal experience as...  ," Value for money, quality good it's good for sensitive teeth  ", Good item and effective to a large extent in relieving sensitivity but not matching with sensodyne,Sensitivity
"Colgate Sensitive Plus Toothpaste, Tooth Paste With Pro Argin Formula for Sensitivity Relief, 140gm (Combo Pack Offer)",165,5,5,0, Customers find the tooth cleaning agent effective and useful. , Finally got a toothpaste which is very much effective. Freshness & taste well maintained. Worth the price quoted  , It’s a good find for me and it’s one of such products you can’t pass your day without it....  , It was a little strong but very effective.,Effectiveness
"Colgate Sensitive Plus Toothpaste, Tooth Paste With Pro Argin Formula for Sensitivity Relief, 140gm (Combo Pack Offer)",165,5,5,0, Customers appreciate the value for money of the tooth cleaning agent. , Exceeded my expectations. I found it better than other much expensive brands.  , Freshness & taste well maintained. Worth the price quoted  ," Value for money, quality good it's good for sensitive teeth",Value for money
"Colgate Sensitive Plus Toothpaste, Tooth Paste With Pro Argin Formula for Sensitivity Relief, 140gm (Combo Pack Offer)",165,3,3,0, Customers enjoy the freshness and flavor of the tooth cleaning agent. , Finally got a toothpaste which is very much effective. Freshness & taste well maintained. Worth the price quoted  , It gives freshness ,,Freshness
"Colgate Sensitive Plus Toothpaste, Tooth Paste With Pro Argin Formula for Sensitivity Relief, 140gm (Combo Pack Offer)",165,3,3,0, Customers like the taste. They mention it's fresh and well-maintained. , Freshness & taste well maintained. Worth the price quoted  , Overall a good product but sensodine has better taste. ,,Taste
"Colgate Vedshakti Toothpaste, Anti-Bacterial Tooth Paste for Whole Mouth Health and Fresh Breath, With Neem, Clove, and Honey, 100g",80,331,287,44," Customers like the quality of the toothpaste. They say it's a good product, removes stains, and has effective ingredients that are good for teeth and dental health. "," Fresh, nice smell, good whitenng effect, healthy teeth, strong, sensitive to affected teeth.  "," Great product, leaves the mouth fresh for hours with pleasant aftertaste!  ", Very nice 👌,Quality
"Colgate Vedshakti Toothpaste, Anti-Bacterial Tooth Paste for Whole Mouth Health and Fresh Breath, With Neem, Clove, and Honey, 100g",80,93,93,0, Customers appreciate the value for money of the tooth cleaning agent. They find it economical with quality. , Worth for money.I bought in an offer.it give freshness of mouth.and I feel comfortable  , I bought it because the offer is really good. You get a lot of toothpaste in an affordable price....  , 1. Packagking was not good this time 2. I think it is value for money 3. Exp. Date 2024,Value for money
"Colgate Vedshakti Toothpaste, Anti-Bacterial Tooth Paste for Whole Mouth Health and Fresh Breath, With Neem, Clove, and Honey, 100g",80,34,28,6," Customers like the toothpaste quality. They say it's an excellent combination of Indian and natural tooth paste, a typical Colgate paste without much sugary taste, and good for people loving herbal products. "," ✓ It also contains camphor, mint, fennel, cinnamon and thymol in a minute quantity.👍...  "," in it that are very effective , other than that they are all home grown herbs which are safe for human consumption ....  "," It’s a very good paste. Especially for kids after months of usage, I see the yellowish plaque/stain on my kids teeth reduce visibly",Toothpaste quality
"Colgate Vedshakti Toothpaste, Anti-Bacterial Tooth Paste for Whole Mouth Health and Fresh Breath, With Neem, Clove, and Honey, 100g",80,31,25,6, Customers appreciate the freshness of the tooth cleaning agent. They mention it leaves a long-lasting mouth freshness with a herbal essence. ," Fresh, nice smell, good whitenng effect, healthy teeth, strong, sensitive to affected teeth.  "," Great product, leaves the mouth fresh for hours with pleasant aftertaste!  ", Worth for money.I bought in an offer.it give freshness of mouth.and I feel comfortable,Freshness
"Colgate Vedshakti Toothpaste, Anti-Bacterial Tooth Paste for Whole Mouth Health and Fresh Breath, With Neem, Clove, and Honey, 100g",80,24,17,7," Customers appreciate the tooth cleaning product's benefits for their teeth and gums. They find it beneficial for whitening, shining, and protecting against tooth decay. The product contains herbal ingredients that are good for health. It is a trusted brand for healthy teeth and gums. "," Fresh, nice smell, good whitenng effect, healthy teeth, strong, sensitive to affected teeth.  ", Benefits :- 1. All Herbal 2. Suitable for sensitive gums  ," The spicy aftertaste kind of makes the mouth feel slightly numb but the results more than make up for it, at least for me.",Tooth health
"Colgate Vedshakti Toothpaste, Anti-Bacterial Tooth Paste for Whole Mouth Health and Fresh Breath, With Neem, Clove, and Honey, 100g",80,11,11,0," Customers enjoy the product's feel. They mention it gives a refreshing feeling throughout the day, with good results and no pain. The product generates good froth and provides a good experience. ", I bought in an offer.it give freshness of mouth.and I feel comfortable  , Super smell and very clean teeth and no pain super product  , We have been using for past 1 year and to be honest. It feels good after brushed even though it don't last too long,Feel good
"Colgate Vedshakti Toothpaste, Anti-Bacterial Tooth Paste for Whole Mouth Health and Fresh Breath, With Neem, Clove, and Honey, 100g",80,75,42,33," Customers have mixed opinions about the taste of the tooth cleaning agent. Some find it nice and suitable for those who don't like dark flavors, like clove or amla. Others mention that the flavor is not good, and it can be a little bitter. "," Great product, leaves the mouth fresh for hours with pleasant aftertaste!  ", You get a lot of toothpaste in an affordable price. The spicy aftertaste kind of makes the mouth feel slightly numb but the results more...  , nice taste,Taste
"Colgate Vedshakti Toothpaste, Anti-Bacterial Tooth Paste for Whole Mouth Health and Fresh Breath, With Neem, Clove, and Honey, 100g",80,13,7,6," Customers have mixed reviews about the ayurvedic ingredients in the tooth cleaning agent. Some say it's made with an ayurveda formulation, has simple ingredients that are effective, and contains minerals like clove, neem, amla, tulsi, and honey. Others mention that the concentration of ayurvedica ingredients is very low, the product contains sodium monofluorophosphate, and the chemicals used in the ingredients are clearly mentioned on the tube. ", Without chemicals process ready to product and green symbol is proof  ," Fluoride, yes it contains sodium monofluorophosphate clearly mentioned on its tube ....  ", 👍 This is the first organic based toothpaste i am trying in my entire life and these are the things i wanna share with you guys..!,Ayurvedic ingredients
"Colgate Kids Toothpaste For 6+ Years, Motu Patlu, Bubble Fruit Flavour, Gentle Protection Tooth Paste With 50% Lesser Abrasive Formula For Protecting Against Cavities, Enamel Protection, 80G",125,9,7,2, Customers like the bubble gum flavor of the tooth paste. They say it's a nice taste and kids love to brush regularly because of it. , Good taste great cleaning fresh breath go for it 😋...  , Good but no discount  ," This product is absolutely fantastic! Not only does it look amazing, but it's truly a must-have for anyone in the market",Taste
"Colgate Kids Toothpaste For 6+ Years, Motu Patlu, Bubble Fruit Flavour, Gentle Protection Tooth Paste With 50% Lesser Abrasive Formula For Protecting Against Cavities, Enamel Protection, 80G",125,4,4,0, Customers like the product quality. They say it's an excellent quality product and the toothpaste is okay. , Excellent product  ," EXCELLENT QUALITY PRODUCT ,THANK YOU ......  ", Toothpaste quality is ok,Quality
"Colgate Active Salt Neem Toothpaste, Germ Fighting Herbal Tooth paste for Fresh Breath, Healthy, Tight Gums, 100g",88,9,9,0, Customers like the product quality. They mention it's a good product and Colgate is the best. , This is a very good and nice product from Colgate as a value of money product. Good in freshness and flavour.  , Good product. Not much refreshing but keep bad breath for few hours. Colgate Total is better.  , Very good product.,Quality
"Colgate Active Salt Neem Toothpaste, Germ Fighting Herbal Tooth paste for Fresh Breath, Healthy, Tight Gums, 100g",88,7,5,2, Customers appreciate the freshness of the tooth cleaning agent. They say it leaves their mouth feeling refreshed and reduces toothaches. , Good in freshness and flavour.  ," Freshness is good, teeth become white..  "," The ingredient combination is good, but does not leave any freshness effect.",Freshness
"Colgate Active Salt Neem Toothpaste, Germ Fighting Herbal Tooth paste for Fresh Breath, Healthy, Tight Gums, 100g",88,5,5,0, Customers appreciate the product's value for money. , This is a very good and nice product from Colgate as a value of money product. Good in freshness and flavour.  , Value for money  , Flavor and freshness is good. It is value for money,Value for money
"Colgate Active Salt Neem Toothpaste, Germ Fighting Herbal Tooth paste for Fresh Breath, Healthy, Tight Gums, 100g",88,4,4,0, Customers like the taste of the tooth cleaning product. They say it feels good and has a nice flavor. , Good in freshness and flavour.  , Feels good and has a nice flavour.  , Flavor and freshness is good. It is value for money,Taste
"Colgate Kids Toothpaste For 2-5 Years - 80Gm, Tooth Paste With 50% Lesser Abrasive Formula For Protecting Against Cavities (Strawberry Flavour) (Bubblefruit Flavour) | Anti-Cavity",140,6,6,0," Customers like the product for kids. They say it's safe, good for kids, and easy to use. The color is good, but some find it too sweet. ", Good Product for kids.  , Taste is good. Rate is higher than Quality. It is safe for kids. Colour is good.  , Cost wise ok.good for kids.,Kids safety
"Colgate Kids Toothpaste For 2-5 Years - 80Gm, Tooth Paste With 50% Lesser Abrasive Formula For Protecting Against Cavities (Strawberry Flavour) (Bubblefruit Flavour) | Anti-Cavity",140,5,5,0," Customers appreciate the quality of the tooth cleaning agent. They say it's a good product, easy to use, and good for kids. ", Cost wise ok.good for kids.  , Awesome quality and Taste is Awesome value for money easy to use very healthy for kids and all Kids Ready to Clean the teeth nice performance is good  , Good Product,Quality
"Colgate Kids Toothpaste For 2-5 Years - 80Gm, Tooth Paste With 50% Lesser Abrasive Formula For Protecting Against Cavities (Strawberry Flavour) (Bubblefruit Flavour) | Anti-Cavity",140,10,6,4," Customers have different views on the taste of the tooth cleaning agent. Some find it good and safe for kids, while others say it's too sweet and minty, with artificial colors and flavors. ", Taste is good. Rate is higher than Quality. It is safe for kids. Colour is good.  ," The taste is too sweet and feels too minty as well, feels quite strong inside mouth. It should have been mild as its a child product.  ", With good taste its als cleans my kids teeth n my daughter loves to brush with this toothpaste I loved this,Taste
"Colgate Total 120 gm+120 gm (240 gm) Charcoal Deep Clean Antibacterial Toothpaste, Combo Pack, Whole Mouth Health, Tooth Paste with 12-Hour Anti-Germ Protection, World's No.1* Germ-fighting Toothpaste",190,18,16,2," Customers like the toothpaste's quality. They say it's good for everyday use, has a nice minty smell, and is excellent for teeth and gum care. ", Good Product  , As compared to other similar profucts it is a good product  , It's a good toothpaste and smells minty and nice. It does the job perfectly and cleans the teeth well,Quality
"Colgate Total 120 gm+120 gm (240 gm) Charcoal Deep Clean Antibacterial Toothpaste, Combo Pack, Whole Mouth Health, Tooth Paste with 12-Hour Anti-Germ Protection, World's No.1* Germ-fighting Toothpaste",190,4,4,0," Customers like the cleaning power of the product. They say it cleans nicely and leaves a fresh smell for hours after brushing, and they are at ease with their oral hygiene while using it. ", It does the job perfectly and cleans the teeth well  , It cleans nicely and leaves a fresh smell for hours after brushing.  ," I like the freshness which is instant, and it cleans well, it has some properties of an sensitive toothpaste also",Cleaning power
"Colgate Total 120 gm+120 gm (240 gm) Charcoal Deep Clean Antibacterial Toothpaste, Combo Pack, Whole Mouth Health, Tooth Paste with 12-Hour Anti-Germ Protection, World's No.1* Germ-fighting Toothpaste",190,3,3,0," Customers like the mouth freshness. They say it keeps their mouth fresh for a long time, and keeps gums and teeth healthy and odour-free. ", Keeps gums and teeth healthy and odour free  , Keeps mouth fresh for a long time ,,Mouth freshness
"Colgate Total 120 gm+120 gm (240 gm) Charcoal Deep Clean Antibacterial Toothpaste, Combo Pack, Whole Mouth Health, Tooth Paste with 12-Hour Anti-Germ Protection, World's No.1* Germ-fighting Toothpaste",190,3,3,0, Customers like the smell. They mention it keeps gums and teeth healthy and odor-free. , It's a good toothpaste and smells minty and nice. It does the job perfectly and cleans the teeth well  , It cleans nicely and leaves a fresh smell for hours after brushing. ,,Smell
"Colgate Total 120 gm+120 gm (240 gm) Charcoal Deep Clean Antibacterial Toothpaste, Combo Pack, Whole Mouth Health, Tooth Paste with 12-Hour Anti-Germ Protection, World's No.1* Germ-fighting Toothpaste",190,3,3,0, Customers appreciate the value for money. , Reasonable price  , Good in this price ,,Value for money
"Colgate Sensitive Plus Relief Toothpaste, 70G, With Pro-Argin Technology, Clinically Proven Formula Provides Instant Relief Tooth Paste For Instant & Lasting Sensitivity Relief",145,20,20,0," Customers appreciate the toothpaste's effectiveness. They find it a good product of the well-known Colgate brand, with good quality and value for money. Some say Sensodyne is more effective. "," VERY GOOD QUALITY, TASTE AND VALUE FOR MONEY  ", Effective.  , Best product.,Effectiveness
"Colgate Sensitive Plus Relief Toothpaste, 70G, With Pro-Argin Technology, Clinically Proven Formula Provides Instant Relief Tooth Paste For Instant & Lasting Sensitivity Relief",145,11,11,0, Customers like the toothpaste for sensitive teeth and gums. They say it provides instant relief from sensitivity and pain. Some prefer it over Sensodyne. , Wonderful for sensitive gums  , One of the best toothpastes for sensitive tooth. Colgate has finally come up with a product that can give Sensodyne some serious competition....  , they just apply a little paste around the area and they get good relief from pain.,Sensitivity
"Colgate Sensitive Plus Relief Toothpaste, 70G, With Pro-Argin Technology, Clinically Proven Formula Provides Instant Relief Tooth Paste For Instant & Lasting Sensitivity Relief",145,0,6,0, Customers appreciate the value for money of the tooth cleaning agent. ," VERY GOOD QUALITY, TASTE AND VALUE FOR MONEY  "," Good product , got it for a steal price@55 Thanx to amazon.  ", Perfect. Lowest price on Amazon.,Value for money
"Colgate Charcoal Clean Black Gel Toothpaste , Pack of 120g Deep Clean Tooth paste With Bamboo Charcoal & Wintergreen Mint For Plaque Removal, Deep Clean & Tingling Fresh Mouth Experience",99,0,27,9," Customers like the quality of the toothpaste. It's effective and works well. They appreciate the mild flavor, which is not too sweet or bitter, and find it good on aesthetics. "," It is good, but charcoal in a gel form doesn't work at all. It just a black colour max fresh.  "," Mild flavour. Not too sweet, not bitter at all.. feels normal......  ", The minty freshness does not last either. Overall: poor product,Quality
"Colgate Charcoal Clean Black Gel Toothpaste , Pack of 120g Deep Clean Tooth paste With Bamboo Charcoal & Wintergreen Mint For Plaque Removal, Deep Clean & Tingling Fresh Mouth Experience",99,16,13,3, Customers enjoy the toothpaste's mint flavor and find it effective at removing stains without leaving a strong taste in their mouths. They say it's worth using and the best toothpaste they have tried. Some reviewers mention it's a good charcoal paste but the quality has decreased over time. ," Mild flavour. Not too sweet, not bitter at all.. feels normal......  ", Good charcoal paste but quality decreased why the quality is far better of colgate pamolive USA MADE THAN INDIAN MADE  ," very good on aesthetic, flavour, taste it scores very high point and very effective in freshening the mouth and cleaning the teeth",Taste
"Colgate Charcoal Clean Black Gel Toothpaste , Pack of 120g Deep Clean Tooth paste With Bamboo Charcoal & Wintergreen Mint For Plaque Removal, Deep Clean & Tingling Fresh Mouth Experience",99,9,9,0," Customers like the freshness of the tooth cleaning agent. They say it feels refreshing, gives them fresh breath, and is very effective in freshening the mouth and cleaning the teeth. The paste feels normal, but it's dark in color. "," Mild flavour. Not too sweet, not bitter at all.. feels normal......  ", to having charcoal and mint it can make your teeth more white with fresh breath. Just pea sized amount is enough to make huge foam in your mouth ....  , and very effective in freshening the mouth and cleaning the teeth. with tooth paste colour black on brush it looks classy early morning and night,Freshness
"Colgate Charcoal Clean Black Gel Toothpaste , Pack of 120g Deep Clean Tooth paste With Bamboo Charcoal & Wintergreen Mint For Plaque Removal, Deep Clean & Tingling Fresh Mouth Experience",99,3,3,0, Customers like the toothpaste's cleaning power. They say it makes their teeth clean and white. , and very effective in freshening the mouth and cleaning the teeth. with tooth paste colour black on brush it looks classy early morning and night....  , This toothpaste make my teeth clean and white. ,,Cleaning power
"Colgate Charcoal Clean Black Gel Toothpaste , Pack of 120g Deep Clean Tooth paste With Bamboo Charcoal & Wintergreen Mint For Plaque Removal, Deep Clean & Tingling Fresh Mouth Experience",99,7,4,3," Customers have mixed opinions about the color of the tooth paste. Some find it whitens their teeth and provides freshness, while others say it doesn't work as intended. "," Freshness is good About whitening effect... Let me use it, i just got it this evening and used it once  ", It just a black colour max fresh.  , The color of the paste is black which gives you enough freshness . As a general rule you must brush your teeth twice a day after meal,Color
"Colgate Charcoal Clean Black Gel Toothpaste , Pack of 120g Deep Clean Tooth paste With Bamboo Charcoal & Wintergreen Mint For Plaque Removal, Deep Clean & Tingling Fresh Mouth Experience",99,3,0,3, Customers are unhappy with the product's effectiveness. They say it doesn't seem to work and charcoal in a gel form doesn't work at all. ," It is good, but charcoal in a gel form doesn't work at all. It just a black colour max fresh.  ", Charcoal black feels like colour because it does not seem to be working. The minty freshness does not last either. Overall: poor product ,,Effectiveness
"Colgate Herbal Toothpaste 200g, Goodness of Natural Ingredients for Healthy Teeth, Fresh Breath, Sugar-free & Gluten free Tooth Paste",115,107,99,8," Customers like the product quality. They say it's a genuine Colgate product, does the job, and the combo package is better than single items. ", Does the job.  , Good and refreshing for daily use.  , Quality products and good discounts,Quality
"Colgate Herbal Toothpaste 200g, Goodness of Natural Ingredients for Healthy Teeth, Fresh Breath, Sugar-free & Gluten free Tooth Paste",115,40,36,4, Customers appreciate the value for money of this tooth cleaning product. They mention it's healthier for teeth and fits under anyone's budget for daily use. , Quality products and good discounts  , It's comparatively cheaper than other Colgate toothpastes which is an added bonus....  , If you are looking for a toothpaste at an affordable price and regular use. This is the perfect buy for normal regular brushing,Value for money
"Colgate Herbal Toothpaste 200g, Goodness of Natural Ingredients for Healthy Teeth, Fresh Breath, Sugar-free & Gluten free Tooth Paste",115,35,28,7, Customers like the flavor of the tooth cleaning agent. , Great refreshing mint flavor and kids also love it  ," Taste is nice, if you have used miswak toothpaste, taste is like that. I do not really have anything to complain. Reality...  "," Tastes better than the regular Colgate strong teeth variant, fresh odour, and available at min. 10℅ discount always Edit:",Taste
"Colgate Herbal Toothpaste 200g, Goodness of Natural Ingredients for Healthy Teeth, Fresh Breath, Sugar-free & Gluten free Tooth Paste",115,25,25,0," Customers like the toothpaste quality. They find it good for teeth, healthy, and affordable. The herbal toothpaste tastes nice and promotes healthy gums. It's a perfect buy for regular brushing. "," 1. Eucalyptus Oil - it protects from cavities, plaque, gingivitis and infections. 2. Tea Tree Oil - it is natural anti-bacterial herb. 3....  ", This is the perfect buy for normal regular brushing. Not recommended to person with sensative teeth....  , This is as good as any other toothpaste out there. It has a fresh flavour and feels good after use. Definitely worth buying,Toothpaste quality
"Colgate Herbal Toothpaste 200g, Goodness of Natural Ingredients for Healthy Teeth, Fresh Breath, Sugar-free & Gluten free Tooth Paste",115,8,8,0," Customers enjoy the freshness of the tooth cleaning product. They describe it as a cool, minty scent that leaves their mouth feeling clean and refreshed. ", Good and refreshing for daily use.  ," Awesome flavour , *smell is really good and fresh * seems Natural !! Price only 79/-  ", Its good refreshing and keeps away bad breath for long hour.From point of view of cleanliness its not a complete cleaner like dabur red,Freshness
"Colgate Herbal Toothpaste 200g, Goodness of Natural Ingredients for Healthy Teeth, Fresh Breath, Sugar-free & Gluten free Tooth Paste",115,5,5,0," Customers appreciate the brand. They find it trustworthy, with genuine packaging and natural ingredients. ", So it is completely natural and safe.  , Genuine and secure packaging  , The trustworthy,Brand
"Colgate Herbal Toothpaste 200g, Goodness of Natural Ingredients for Healthy Teeth, Fresh Breath, Sugar-free & Gluten free Tooth Paste",115,9,6,3," Customers have different views on the herbal content of the tooth cleaning agent. Some find it smells herbal, with eucalyptus and Tea Tree Oil as natural anti-bacterial ingredients, while others think it doesn't taste like herbs. ", herbal is having the green tag which means it’s having natural herbal ingredients. Great refreshing mint flavor and kids also love it  ," Analysis: It does contains herbal extracts, so calling is herbal is not wrong....  "," It is good product but I think it is not herbal , because it does not taste any herb and this product is completely made up of chemicals.",Herbal content
"Colgate Herbal Toothpaste 200g, Goodness of Natural Ingredients for Healthy Teeth, Fresh Breath, Sugar-free & Gluten free Tooth Paste",115,7,4,3," Customers have different views on the texture of the toothpaste. Some find it mild and pleasant, with a fresh flavor and good feel after use. Others say it feels like regular toothpaste, nothing herbal, and watery. ", I love this particular Colgate toothpaste for it's mildness . It's comparatively cheaper than other Colgate toothpastes which is an added bonus....  ," is not quite as it should be it's relatively odd (watery) n feels odd, kinda awkward to use.. effectiveness is there though, however just doesn't...  ", This toothpaste is mild as compare to regular Colgate{simple version} but having all day effect all in all Good product by colgate,Texture
Colgate Strong Teeth Anticavity Toothpaste with Amino Shakti - 500gm (200gm - Pack of 2 with 100gm Free),230,69,69,0," Customers are satisfied with the product quality. They say it's a good brand, provides better products, and is genuine. Many consider it a good value for money. ", Prosuct is nice  , It was good.  , good product,Quality
Colgate Strong Teeth Anticavity Toothpaste with Amino Shakti - 500gm (200gm - Pack of 2 with 100gm Free),230,30,30,0," Customers appreciate the value for money of the tooth cleaning product. They mention it's a good product at a reasonable price, with a savings pack and a better prize than the market. ", Value for money  , And the cost of this paste is less and reasonable compared to its quality.  ," Yes, it's price is lesser than the store price, so quite obvious call to buy from where.",Value for money
"Colgate Total Charcoal Toothpaste Saver Pack - 2X120 G - Tartar, Plaque, Clean, Anti-Cavity, Gingivitis, Anti-Gingivitis",370,35,35,0," Customers like the product quality. They say it's a good product from Colgate, and their children like the taste. ", Best toothpaste ever at a price lesser than the market price👏👏👏👏...  , The package is excellent.(After 15 days) It's better than regular Colgate.  ," Very good product, easy on teeth and gums, does not burn, and cleans properly.",Product quality
"Colgate Total Charcoal Toothpaste Saver Pack - 2X120 G - Tartar, Plaque, Clean, Anti-Cavity, Gingivitis, Anti-Gingivitis",370,12,12,0, Customers appreciate the value for money. They say it's a good product at a reasonable price. , Best toothpaste ever at a price lesser than the market price👏👏👏👏...  , Amazn give it for a lesser price . After 15 days we are able to describe the product....  , Good thanks Amazon this is best quality and also price,Value for money
"Colgate Total Charcoal Toothpaste Saver Pack - 2X120 G - Tartar, Plaque, Clean, Anti-Cavity, Gingivitis, Anti-Gingivitis",370,8,8,0," Customers are satisfied with the product quality. They describe it as genuine, original, and effective. ", Good thanks Amazon this is best quality and also price  , Avarage product and effective  , The product is genuine,Quality
"Colgate Total Charcoal Toothpaste Saver Pack - 2X120 G - Tartar, Plaque, Clean, Anti-Cavity, Gingivitis, Anti-Gingivitis",370,3,3,0, Customers like the paste quality. They say it has charcoal in it. , One of best paste  , Good paste... ,,Paste quality
"Colgate MaxFresh Toothpaste, Red Gel Paste with Menthol for Super Fresh Breath, 450g, 150g X 3 (Spicy Fresh)",284,23,23,0," Customers like the quality of the product. They find it useful for daily use and say the toothbrush is fine. However, some mention that the toothpaste is a bit lower quality. ", Excellent quality product and very useful for daily use  , I have personally use this product. I think it is best in all other varient of colgate toothpaste.  , Toothbrush is fine and original.,Quality
"Colgate MaxFresh Toothpaste, Red Gel Paste with Menthol for Super Fresh Breath, 450g, 150g X 3 (Spicy Fresh)",284,6,6,0, Customers appreciate the value for money. , Exactly value for money  ," Nice product, value for money spent.  ", Value for money,Value for money
"Colgate MaxFresh Toothpaste, Red Gel Paste with Menthol for Super Fresh Breath, 450g, 150g X 3 (Spicy Fresh)",284,3,3,0, Customers like the combination. They say it's a good mixture of Aurveda and Colgate Trust. , The best combination for both (youth& their parents).On maxfresh able to feel brisky.On vedsskthi able to feel the perceptiblity of herbs and spices....  , Nice combo at great price ,But toothpaste is little bit lower quality than the product available in Market. ,Combination
"Colgate MaxFresh Toothpaste, Red Gel Paste with Menthol for Super Fresh Breath, 450g, 150g X 3 (Spicy Fresh)",284,3,3,0," Customers enjoy the freshness of the tooth paste. They feel refreshed after brushing with it, and appreciate the minty scent. "," After brushing, I feel very fresh and active. I have been using it for many years and there is no issue I have noticed ever....  ", Feel fresh after using this paste ,,Freshness
"Colgate Total Whole Mouth Health, Antibacterial Toothpaste, 360gm (Advanced Health, Saver Pack), Multicolour Oral Care",569,7,7,0, Customers appreciate the product quality. They find it useful and say it's a good choice. , Overall good product  , Very nice. Past 10 yrs. I used it  ," Very good , good value for Money",Product quality
"Colgate Total Whole Mouth Health, Antibacterial Toothpaste, 360gm (Advanced Health, Saver Pack), Multicolour Oral Care",569,7,7,0, Customers appreciate the product's value for money. ," Very good , good value for Money  ", Useful and the product which was value for money from Colgate  , Price discount.,Value for money
Close Up Toothpaste | Long lasting 18 Hours Of Fresh Breath & White Teeth - 600g (Pack of 4),349,63,57,6,"Customers appreciate the quality of the toothpaste. They say it's a good product, has no issues, and is comfortable to use for more than 5 years.",nice quality ,Close up toothpaste Quality best ,Product is good. But a find it abit costly ,Quality
Close Up Toothpaste | Long lasting 18 Hours Of Fresh Breath & White Teeth - 600g (Pack of 4),349,45,42,3,Customers appreciate the value for money and quality of the tooth cleaning agent.,Value for mony. ,"Good taste,Value for money,freshnesss ",Value for money ,Value for money
Close Up Toothpaste | Long lasting 18 Hours Of Fresh Breath & White Teeth - 600g (Pack of 4),349,13,11,2,"Customers appreciate the freshness of the tooth cleaning product. They say it leaves a good, long-lasting fresh feeling.","Good taste,Value for money,freshnesss ",Everything is good freshers already ,I like this toothpaste. It's flavour is good and the freshness while using it is good but the thing is that it doesn't last for long. ,Freshness
Close Up Toothpaste | Long lasting 18 Hours Of Fresh Breath & White Teeth - 600g (Pack of 4),349,8,8,0,Customers enjoy the breath freshness. They mention it leaves their mouth feeling clean and fresh after washing it.,"with Active Zinc and Purifying Gel, ensuring not just a minty-fresh breath but an enduring shield against germs.... ","and used it, the mouth has become completely fresh and the breath is also fresh. ",Fresh flavor Keeps Breath fresh.. ,Breath freshness
Close Up Toothpaste | Long lasting 18 Hours Of Fresh Breath & White Teeth - 600g (Pack of 4),349,6,6,0,Customers like the toothpaste's taste. They say it has a good flavor and freshness.,"Good taste,Value for money,freshnesss ",I got 4 packs in this combo. The flavour is good but have a combo with mix of flavours which is good. Keep in mind the freshness didn't last long. ,Fresh flavor Keeps Breath fresh.. ,Taste
Close Up Toothpaste | Long lasting 18 Hours Of Fresh Breath & White Teeth - 600g (Pack of 4),349,5,5,0,Customers appreciate the toothpaste's safety. They find it effective for maintaining oral hygiene and providing fresh breath for 12 hours.,Best tooth paste to take care of oral hygiene at very good offer ,"Good toothpaste, safe to use. ",Excellent paste ,Toothpaste safety
Close Up Toothpaste | Long lasting 18 Hours Of Fresh Breath & White Teeth - 600g (Pack of 4),349,4,4,0,"Customers like the oral health benefits of the toothpaste. They say it provides sustained oral health and fresh breath for 12 hours. The toothpaste is good for teeth and money-saving. Some reviewers mention it's a commitment to oral excellence, not just a toothpaste.","symphony that lingers for an impressive 12 hours, setting a new standard for oral care.... ","This paste is better than others, mouth feel freshness and teeth become strong , white and shinning. ","I took a close up in the morning and used it, the mouth has become completely fresh and the breath is also fresh. ",Oral health
"Himalaya Complete Care 300g (150g x 2, Pack of 2) Toothpaste | For Healthy Gums & Strong Teeth | With Neem, Miswak & Triphala",155,280,266,14,"Customers appreciate the quality of the toothpaste. They find it gentle yet effective, with a good taste and better results. Many consider it the best toothpaste in the market. However, some customers have concerns about whether it's truly herbal.",It's good and healthy no chemical value for money good breath very decent smell yes it's feels like fresh that's why I here to review 🤪... ,It is a very good product and no bad smell in mouth. Good for gum care and I recommend it. ,"This easily is the best toothpaste in the market. Natural, great taste, no bad breath, no gums bleeding . Just right! ",Quality
"Himalaya Complete Care 300g (150g x 2, Pack of 2) Toothpaste | For Healthy Gums & Strong Teeth | With Neem, Miswak & Triphala",155,72,65,7,Customers appreciate the value for money of the tooth cleaning product. They say it's a trusted brand with good paste and worth buying.,"product, it is non-flouride product, best of all the tooth paste, value for money, quality product, if you want to use for life long, do not use... ",Value for money ,Very good quality i think this is the best toothpaste in India of this price. ,Value for money
